text,clean,cluster_kmeans
"I went to my ex-boyfriend to reach out to one of his high school friends who's attempted to commit suicide. When I went to him to reach out to his high school friend, he told me that I put him in a terrible position and put an enormous load on his shoulders. He was very angry that I went to him to do that. Am I in the wrong for going to him to reach out? He helped me so much with my depression and bad habits, so that's why I thought of him to reach out. He made me feel awful for thinking highly of him to help. Why did he react this way towards me? I think he's being selfish. I'm glad you think so highly of your boyfriend and his ability to be there when you would like to talk about things that are important to you.I see why you would want them to reach out. I also wonder about how close he was with his friend and what he thought you meant when you asked him to reach out. It sounds as if he is thinking that doing so would mean that he is responsible for his friend's well-being, although I can't say that for certain.Would you be willing to have a discussion with your boyfriend where for a few minutes (five minutes or so), you ask him about what made him react that way? During this time, try to listen and ask questions is if you are an investigative reporter and are trying to learn more about his experience. You can also summarize what you are hearing to make sure that you understand it as he does. This does not mean that you have to agree with what you say, but just that you follow. I hear you saying that you think he's being selfish. I'm suggesting that just during this conversation, you ask questions to focus on what he is thinking and feeling. In one sentence, the goal would be to learn more about his experience.I would not be at all surprised if he is scared.Are you aware of what kind of support he wants through this time?",went ex boyfriend reach one high school friends attempted commit suicide went reach high school friend told put terrible position put enormous load shoulders angry went wrong going reach helped much depression bad habits thought reach made feel awful thinking highly help react way towards think selfish glad think highly boyfriend ability would like talk things important see would want reach also wonder close friend thought meant asked reach sounds thinking would mean responsible friend well although say certain would willing discussion boyfriend minutes five minutes ask made react way time try listen ask questions investigative reporter trying learn experience also summarize hearing make sure understand mean agree say follow hear saying think selfish suggesting conversation ask questions focus thinking feeling one sentence goal would learn experience would surprised scared aware kind support wants time,2
"I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me down. I was wondering how I can ask my psychologist to up the dose to 1 mg twice a day without her thinking I'm abusing them. I just have very big anxiety attacks. Should I stay on the 0.5mg and deal with the attacks or should I ask to up the dose? I'm afraid she will take me off them and put me on something else. Staying on the lower dose may give you more room to learn strategies for coping with your anxiety.  Medications are so helpful, and needed at times, but it's also important to have a variety of tools you use to manage your responses to stress.  If you are not already seeing a therapist, consider finding one who can help you learn some effective strategies, like replacing self-defeating thoughts with ones that work better for you, or mindfulness, relaxation, or other tools to keep your anxiety in the manageable range!",0 5 mg xanax twice day past month helping take 1 mg big anxiety attack calms wondering ask psychologist dose 1 mg twice day without thinking abusing big anxiety attacks stay 0 5mg deal attacks ask dose afraid take put something else staying lower dose may give room learn strategies coping anxiety medications helpful needed times also important variety tools use manage responses stress already seeing therapist consider finding one help learn effective strategies like replacing self defeating thoughts ones work better mindfulness relaxation tools keep anxiety manageable range,1
"He is always telling me our fights are only and all my fault, he bashes me to our young child, and he is addicted to a few substances. The behaviors you describe are boundary violations.  You can not change your spouse, but you can respond to his behaviors in ways that protect your boundaries and ensure your safety.  This is very hard to do without support.  Finding a therapist who understands the dynamics of abusive relationships may be helpful.  If you are not ready to do this, I recommend the book ""Boundaries"" by Dr. Henry Cloud and Dr. John Townsend.  It's a great resource for helping one recognize boundary violations and learning how to respond to them in ways that are constructive!",always telling fights fault bashes young child addicted substances behaviors describe boundary violations change spouse respond behaviors ways protect boundaries ensure safety hard without support finding therapist understands dynamics abusive relationships may helpful ready recommend book boundaries dr henry cloud dr john townsend great resource helping one recognize boundary violations learning respond ways constructive,5
"I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me down. I was wondering how I can ask my psychologist to up the dose to 1 mg twice a day without her thinking I'm abusing them. I just have very big anxiety attacks. Should I stay on the 0.5mg and deal with the attacks or should I ask to up the dose? I'm afraid she will take me off them and put me on something else. Do you think you're abusing xanax?It is a highly addictive drug so maybe one reason you feel compelled to take more is bc you already are addicted.Drugs don't do anything helpful in solving life's problems.   Once the effect wears off, the stressful situation is once again waiting for you to address it.Think over your reason for not directly asking your psychologist about upping your dose.Also, do you ever talk about your life problems with this psychologist or only your need for drugs?    The more gradual path to a better life is to not need drugs in the first place. This consists of your willingness to face the matters that are creating such terrible feelings inside you.",0 5 mg xanax twice day past month helping take 1 mg big anxiety attack calms wondering ask psychologist dose 1 mg twice day without thinking abusing big anxiety attacks stay 0 5mg deal attacks ask dose afraid take put something else think abusing xanax highly addictive drug maybe one reason feel compelled take bc already addicted drugs anything helpful solving life problems effect wears stressful situation waiting address think reason directly asking psychologist upping dose also ever talk life problems psychologist need drugs gradual path better life need drugs first place consists willingness face matters creating terrible feelings inside,1
"I have terrible anxiety and depression. I've tried various therapists and pills, but nothing's helped. Is it possible you simply didn't mix well with the particular therapists with whom you've worked?   If this is possible, interview a therapist before  starting therapy.   Then you will be choosing a therapist who feels compatible with your way of seeing yourself and your life.Also, therapy isn't for everyone.Read about the different healing modalities and see if one of these speaks to your interest in feeling better.What matters most is finding among all the legitimate healing methods, what you believe will be effective.",terrible anxiety depression tried various therapists pills nothing helped possible simply mix well particular therapists worked possible interview therapist starting therapy choosing therapist feels compatible way seeing life also therapy everyone read different healing modalities see one speaks interest feeling better matters finding among legitimate healing methods believe effective,1
"I've been dealing with this for years. My mom thinks I'm overly emotional and refuses to offer any help, like therapy or seeing a doctor. She's seen me when I'm having a panic attack and just said I was faking for attention or that I'm a hypochondriac. I just want to get better. How old are you?Are you old enough in your State to have therapy without your mother's consent?Your mom's attitude toward you may be one significant reason on why you feels so much tension in the first place.Don't let her opinions and beliefs get in the way of what you know about yourself.Are you in school and does that school have a guidance counselor?Would you talk with that person about your difficult getting your mom to retain helping services for you?Keep looking for local resources which will support you either directly or indirectly by advocating for your right to receive mental health care.",dealing years mom thinks overly emotional refuses offer help like therapy seeing doctor seen panic attack said faking attention hypochondriac want get better old old enough state therapy without mother consent mom attitude toward may one significant reason feels much tension first place let opinions beliefs get way know school school guidance counselor would talk person difficult getting mom retain helping services keep looking local resources support either directly indirectly advocating right receive mental health care,1
"These ""jokes"" are made about everything. They seem to have the need to say something ""funny"" about everything. It's not funny, just awkward. I agree, it is awkward when people make jokes about subjects which may not be funny at all.  And, if a person only jokes, then after laughing and realizing the person has nothing of themselves to offer, this can also be quite tedious.Realize that you are more aware of human interaction having many levels of expression.  You could start avoiding people who irritate you by the way they behave.",jokes made everything seem need say something funny everything funny awkward agree awkward people make jokes subjects may funny person jokes laughing realizing person nothing offer also quite tedious realize aware human interaction many levels expression could start avoiding people irritate way behave,5
"I'm in my early 20s. I've worked since two months after I turned 18. I have “plans.” I could become an electrician, or I could operate heavy machinery. I have goals, but I do nothing to try to meet them because I don't feel I can. I just want a better life for my fiancée and the kids than I did. For starters, commend yourself for being committed to working. You have no idea what is going to happen in the next second, so focusing on thinking you will never have a good career or amount to anything financially is creating a fictitious story.  Remind yourself of that every time the thought pops up.  The false belief that nothing good will happen is sucking out energy you can use on pursuing your career dreams. Next, do you know what you need to do to become an electrician or heavy machinery operator? If not, find out. Then, set up a realistic schedule for yourself to accomplish the steps. As you accomplish each step, see your progress.  Notice that you are moving closer to your goal.  Every day remind yourself why you are pursuing this career.  In fact, write it down and tape it on your bathroom mirror.  When you start to feel discouraged, remember your goal and remind yourself that you have no idea if you'll make it or not but you are going to give it everything you have to find out. Anything worth pursuing is going to take a lot of persistence and hard work. Stay with it! You and your family are worth it!",early 20s worked since two months turned 18 plans could become electrician could operate heavy machinery goals nothing try meet feel want better life fianc e kids starters commend committed working idea going happen next second focusing thinking never good career amount anything financially creating fictitious story remind every time thought pops false belief nothing good happen sucking energy use pursuing career dreams next know need become electrician heavy machinery operator find set realistic schedule accomplish steps accomplish step see progress notice moving closer goal every day remind pursuing career fact write tape bathroom mirror start feel discouraged remember goal remind idea make going give everything find anything worth pursuing going take lot persistence hard work stay family worth,5
"My husband had an emotional affair with his ex-wife in November. She invited him to dinner, alone, with their daughter. I wasn’t aware of this until after 11pm when I asked where he was. He had been drinking, and I told him not to come home that night. The next morning, we talked about going to counseling. He went out that night with friends and said his ex-wife wasn't going. I found out in April that she did go. I gave him the chance to get everything out in the open. I found out that he stayed that second night with her. I asked if they slept in the same bed, and he said yes, both nights. His daughter wasn't there the second night. He claims they didn't have sex, but what else should I think? My answer is going to be super simplistic but I believe this may be what you need. Ask your husband if he wants to stay married to you.  If he says yes, then it would be helpful to go to a marriage counselor and work this out with a professional.  If he says no, then you can file for divorce.",husband emotional affair ex wife november invited dinner alone daughter aware 11pm asked drinking told come home night next morning talked going counseling went night friends said ex wife going found april go gave chance get everything open found stayed second night asked slept bed said yes nights daughter second night claims sex else think answer going super simplistic believe may need ask husband wants stay married says yes would helpful go marriage counselor work professional says file divorce,2
"I believe it is wrong for men to look at inappropriate content. The father of my child has agreed to respect my beliefs. His co-worker sent him an inappropriate video. He got mad because he does not think he should tell his friend to not send him things like that. In my book, this is a boundary issue. Although you do not like inappropriate content, it is not up to you what your child's father looks at or what his friend sends him.  It is really hard not to monitor other people's lives, but in the end, your rights begin and end with you.",believe wrong men look inappropriate content father child agreed respect beliefs co worker sent inappropriate video got mad think tell friend send things like book boundary issue although like inappropriate content child father looks friend sends really hard monitor people lives end rights begin end,5
"I’m a man, and I’m soon to be married. I have been messing around with other men on the side. It started as a once in a while thing, but it’s been happening a lot. I don't know what to do. Divorce is expensive emotionally and financially. If your fiance is not ok with an open marriage, it would be a good idea to seek the help of a counselor before you get married.",man soon married messing around men side started thing happening lot know divorce expensive emotionally financially fiance ok open marriage would good idea seek help counselor get married,5
"I told her that if daddy dies, we will never see him again. She started crying because I wouldn't make her daddy die. It's normal for a child to be so angry she wanted someone to die, but this seems to be heading into a dangerous realm. I think it would be wise to have her seen by a child psychologist just to rule out anything more serious.",told daddy dies never see started crying make daddy die normal child angry wanted someone die seems heading dangerous realm think would wise seen child psychologist rule anything serious,5
"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by myself. Though I don't know for sure, it sounds like anxiety to me. I think it would be helpful if you work with a therapist who specializes in anxiety disorders.",sometimes fine go meet people days heart races words physically cannot come mouth always thought normal nervous day took almost 30 minutes sitting car find courage enter target though know sure sounds like anxiety think would helpful work therapist specializes anxiety disorders,1
"I have terrible anxiety and depression. I've tried various therapists and pills, but nothing's helped. I'm sorry that you have tried several different things and not had much relief.I will say that there are several different types of medications that may help and each therapist is different, so it is quite possible that a different combination of things you've already tried may be helpful.I would encourage you to continue trying different therapists. I would say to give each one at least six sessions before you decide that the approach that they are using is not working for you. Also, most places have a certain sort of structured initial session that must be done, but after that, the decisions are largely up to what you and the clinician feel is helping. If something is or is not working, communicate this with your therapist. This is a big deal. Most therapists I know actually welcome this feedback.There is a fair amount of research into the idea that the therapeutic alliance (the relationship that you have in the context of working through the reasons that brought you into therapy) is very important. Also, sometimes anxiety and depression can make it difficult to go to therapy on a regular basis. If that is something with which you are struggling, I would encourage you to talk about that as well.In addition to a solid relationship with a therapist who you connect with, you may consider trying something like yoga or meditation. Mindfulness is sometimes helpful as well.Here's a link to questions for finding suitable therapists: http://www.pharmatherapist.com/12-tips-for-finding-a-suitable-therapist",terrible anxiety depression tried various therapists pills nothing helped sorry tried several different things much relief say several different types medications may help therapist different quite possible different combination things already tried may helpful would encourage continue trying different therapists would say give one least six sessions decide approach using working also places certain sort structured initial session must done decisions largely clinician feel helping something working communicate therapist big deal therapists know actually welcome feedback fair amount research idea therapeutic alliance relationship context working reasons brought therapy important also sometimes anxiety depression make difficult go therapy regular basis something struggling would encourage talk well addition solid relationship therapist connect may consider trying something like yoga meditation mindfulness sometimes helpful well link questions finding suitable therapists http www pharmatherapist com 12 tips finding suitable therapist,1
"I've been dealing with this for years. My mom thinks I'm overly emotional and refuses to offer any help, like therapy or seeing a doctor. She's seen me when I'm having a panic attack and just said I was faking for attention or that I'm a hypochondriac. I just want to get better. I don't know how old you are, but in Pennsylvania, if you are over 14, you can have therapy without your parents' consent. If you are young enough to use their insurance, that could be complicated, but depending on the state, there may be ways to work around that as well. If transportation is a problem, call a local mental health agency and see if they can connect you with assistance.In the meantime, try searching for a phone helpline in the county where you live. They may be able to help you figure out where you can get help.Another idea is that if you are in school, your guidance counselor may be able to provide links to where you can go for help. He or she may also be able to give you more specific ideas to help with your panic attacks.I know you said your mom refuses to offer help, which included seeing a doctor, but I wonder if she trusts the doctors that is your primary care physician (also called a family doctor) who you see when you have a minor medical ailment that may need medication. That doctor may be able to help you as well.Some of the information here may be helpful to you because it explains some of what anxiety is and there are some quizzes there that may give you information to discuss with a doctor or therapist when you get connected with one. http://www.webmd.com/anxiety-panic/guide/mental-health-anxiety-disorders This may give you other information to speak with your mom about. Remember that I'm not asking you to actually diagnose yourself with one of these things, but just offering some basic information that may help you be able to talk about what is going on.If you are having a panic attack or having a moment of anxiety, try focusing on different things in the room around you. It may help to shift your focus briefly outside of what you are feeling and that may lessen the feeling a bit. Also remember that sometimes anxiety leads to more anxiety about having a panic attack in the future. Remember that they usually and after a few minutes.It would also be helpful for you to keep track of what leads up to your anxiety.Best wishes to you and keep trying until you get connected to someone.",dealing years mom thinks overly emotional refuses offer help like therapy seeing doctor seen panic attack said faking attention hypochondriac want get better know old pennsylvania 14 therapy without parents consent young enough use insurance could complicated depending state may ways work around well transportation problem call local mental health agency see connect assistance meantime try searching phone helpline county live may able help figure get help another idea school guidance counselor may able provide links go help may also able give specific ideas help panic attacks know said mom refuses offer help included seeing doctor wonder trusts doctors primary care physician also called family doctor see minor medical ailment may need medication doctor may able help well information may helpful explains anxiety quizzes may give information discuss doctor therapist get connected one http www webmd com anxiety panic guide mental health anxiety disorders may give information speak mom remember asking actually diagnose one things offering basic information may help able talk going panic attack moment anxiety try focusing different things room around may help shift focus briefly outside feeling may lessen feeling bit also remember sometimes anxiety leads anxiety panic attack future remember usually minutes would also helpful keep track leads anxiety best wishes keep trying get connected someone,1
"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by myself. These types of symptoms can be very disruptive to life!  Anxiety often presents in two key ways:  1) physical symptoms such as: racing heart rate, sweaty palms, dry mouth, shaking or trembling or nausea - often these physical sypmtoms are categorized as a Panic Attack.  2) mentally anxiety presents itself as worry.  Worry that spirals out of control, worry that dirsupts your life and concentration.  Worry that keeps from being present in your life.  Anxiety when it begins to spiral out of control either with disruptive mental or physical symptoms, needs to be addressed formally.  I urge you to see a counselor and/or a psychiatrist soon to begin to address these issues.  Good Luck, Sitka Stueve, LSCSW",sometimes fine go meet people days heart races words physically cannot come mouth always thought normal nervous day took almost 30 minutes sitting car find courage enter target types symptoms disruptive life anxiety often presents two key ways 1 physical symptoms racing heart rate sweaty palms dry mouth shaking trembling nausea often physical sypmtoms categorized panic attack 2 mentally anxiety presents worry worry spirals control worry dirsupts life concentration worry keeps present life anxiety begins spiral control either disruptive mental physical symptoms needs addressed formally urge see counselor psychiatrist soon begin address issues good luck sitka stueve lscsw,1
"I've been with a man for four years. For the last year, he has said he is done, but he still talks, texts, visits, and has not moved on with anyone else. His words do not match his actions. I love this man, but it's hurting so much. This can be difficult and confusing.If you think your boyfriend would be open to having a discussion, try asking him for a time when he is willing to have an important discussion. When that time matches with a time that is good for you, try discussing the type of relationship that you each want to have and what you can start and stop doing to get there. He may want to be really good friends. He may also be trying to figure out what he is feeling. If you end up talking over one another, try letting one person be the one who is talking about their feelings for about five minutes and during that time, try having the other person asked questions to gain more understanding of their experience. Then you can switch. Also consider asking questions that cannot be answered with yes or no, but lead to more explanations.Questions that start with the words how, what, when, who are usually better than questions starting with ""why"" because they can be emotional triggers for some people.If this is difficult to do between the two of you, consider seeing a therapist who specializes in couples.",man four years last year said done still talks texts visits moved anyone else words match actions love man hurting much difficult confusing think boyfriend would open discussion try asking time willing important discussion time matches time good try discussing type relationship want start stop get may want really good friends may also trying figure feeling end talking one another try letting one person one talking feelings five minutes time try person asked questions gain understanding experience switch also consider asking questions cannot answered yes lead explanations questions start words usually better questions starting emotional triggers people difficult two consider seeing therapist specializes couples,2
"My doctor seems to think I am in danger of having one. I neglected to ask how this was different than an episode. I have been formally diagnosed with bipolar type 1. I will admit that I'm not specifically familiar with this from my own experience.My best educated guess is that you could have a seizure during which you have some sort of symptoms similar to a hallucination (which is one of the psychotic symptoms) when you hear or see things that aren't really there.In looking briefly online, I was able to find some information here: http://www.epilepsy.com/information/professionals/about-epilepsy-seizures/psychiatric-and-behavioral-aspects/psychiatric-2It sounds like this would be a symptom in addition to an already existing seizure disorder, not a seizure disorder in addition to a mental health problem. If it is the other way around, I'm not sure how that would work. It is common with some types of seizures to have an altered state of reality during or shortly after the seizure, so that could also be related.I would suggest you talk to your physician about this directly so that if they are worried about this, you can learn more about what is making them concerned about it and what, if anything, you could do to lessen the likelihood of it or how to handle it if it does happen.",doctor seems think danger one neglected ask different episode formally diagnosed bipolar type 1 admit specifically familiar experience best educated guess could seizure sort symptoms similar hallucination one psychotic symptoms hear see things really looking briefly online able find information http www epilepsy com information professionals epilepsy seizures psychiatric behavioral aspects psychiatric 2it sounds like would symptom addition already existing seizure disorder seizure disorder addition mental health problem way around sure would work common types seizures altered state reality shortly seizure could also related would suggest talk physician directly worried learn making concerned anything could lessen likelihood handle happen,1
"I've been with a man for four years. For the last year, he has said he is done, but he still talks, texts, visits, and has not moved on with anyone else. His words do not match his actions. I love this man, but it's hurting so much. Have you brought up the topic as to the way you're feeling?The best way for someone to understand us or to understand someone, is to directly talk about  the specific problem.To start the discussion w your partner, understand your own reasons for continuing the relationship.Given his stated disinterest in the relationship, your mood is probably affected by this.Once you are clear on how the range of your feelings, especially any fears on being alone, suggesting you may be staying w this guy simply to avoid such fears, then you'll be ready w your self-knowledge, to start a conversation w your partner about your relationship.",man four years last year said done still talks texts visits moved anyone else words match actions love man hurting much brought topic way feeling best way someone understand us understand someone directly talk specific problem start discussion w partner understand reasons continuing relationship given stated disinterest relationship mood probably affected clear range feelings especially fears alone suggesting may staying w guy simply avoid fears ready w self knowledge start conversation w partner relationship,2
"We had great chemistry, but then he became distant. I had the feeling that I can't be without him. As soon as I felt the difference, I was scared to lose him. I started freaking out if he did not answer, thinking that something bad happened. The simplest answer is that love feels good, obsessions don't.Love deepens a sense of peacefulness and security.Obsessions give anxiety and worry of feeling abandoned.One suggestion is to study more about yourself and why you'd feel so ill at ease when you aren't w this person.",great chemistry became distant feeling without soon felt difference scared lose started freaking answer thinking something bad happened simplest answer love feels good obsessions love deepens sense peacefulness security obsessions give anxiety worry feeling abandoned one suggestion study feel ill ease w person,5
"We had great chemistry, but then he became distant. I had the feeling that I can't be without him. As soon as I felt the difference, I was scared to lose him. I started freaking out if he did not answer, thinking that something bad happened. People often care deeply for those whom they love. I don't know how long you have been together. It is also common to want to be very closely connected to people who are important to you.It may be helpful to have a conversation about talking more or talking about how you feel when he is not there and how he feels about answering you right away. It may be helpful for both of you to listen to each other and what you are feeling and experiencing so that you can look at what may work for both of you. For example, maybe you could remind yourself that he will answer you when he is not busy or as soon as he can.Sometimes just talking about these feelings can be helpful so that you can both have open discussions about whether the amount or type of communication is too much or in a style that is not working for both of you. You could also consider leaving text messages or something that does not require an immediate response so that when he is busy, you have the ability to write a message, and he has the ability to answer when he can.I also wonder where you are getting the idea that something bad happened. I don't know whether something happen with this person in the past or perhaps at another time in your life.Some people benefit from ideas such as not going to bed angry, but this is difficult for others.I would suggest considering what makes each of you feel loved, valued, appreciated, or special.Also think about what styles of communication you both like and what is and is not okay in the context of an argument.It may be difficult to talk about what has related to him being distant and it may be helpful to talk about ways to communicate about this first (such as taking a 10 minute timeout if it becomes overwhelming).Perhaps talking with a therapist who specializes in couples would be helpful if talking about this between you is confusing or if you do not both feel heard by the other person. Remember that feeling heard does not mean that you have to agree with one another.",great chemistry became distant feeling without soon felt difference scared lose started freaking answer thinking something bad happened people often care deeply love know long together also common want closely connected people important may helpful conversation talking talking feel feels answering right away may helpful listen feeling experiencing look may work example maybe could remind answer busy soon sometimes talking feelings helpful open discussions whether amount type communication much style working could also consider leaving text messages something require immediate response busy ability write message ability answer also wonder getting idea something bad happened know whether something happen person past perhaps another time life people benefit ideas going bed angry difficult others would suggest considering makes feel loved valued appreciated special also think styles communication like okay context argument may difficult talk related distant may helpful talk ways communicate first taking 10 minute timeout becomes overwhelming perhaps talking therapist specializes couples would helpful talking confusing feel heard person remember feeling heard mean agree one another,2
"I shake and have panic attacks. One of the first things I would suggest is to see if you can keep track of what is leading you to feel anxious. If you shake all the time, consider talking with your primary care physician. Sometimes that can be a hormonal imbalance or another chemical imbalance (such as thyroid).One of the most difficult things about anxiety is that having anxiety (particularly panic attacks) can lead to anxiety about having more panic attacks. Also remember that panic attacks are typically part of your brain's protective response to what it considers to be some sort of threat. You may have heard of the fight or flight response. When you have an anxiety attack, your body is preparing you to react to something that isn't actually a threat, so it's almost as if you're fight or flight response is overactive. Here is an image that may be helpful: http://psychology.tools/fight-or-flight-response.htmlThere are many different things you can do. You can practice breathing, mindfulness, meditation, or yoga techniques. If you decide to try some breathing techniques, try breathing in for a count of five, holding for a count of five, breathing out for a count of five, and repeating five times.Also remember that it is easier to learn these techniques when you're not having a panic attack. At that point, it can be really difficult to use methods to not panic. Also remember that panic attacks typically last 5 to 10 minutes. Using techniques to slow your breathing or become focused on the room around you is probably most helpful when you first start to feel anxious.Here are some other techniques that may help to decrease anxiety: http://psychcentral.com/lib/9-ways-to-reduce-anxiety-right-here-right-now/As you figure out what is leading up to your anxiety, also consider asking yourself what is making that certain issue a big concern for you. Another important question could be when you have felt that way before.",shake panic attacks one first things would suggest see keep track leading feel anxious shake time consider talking primary care physician sometimes hormonal imbalance another chemical imbalance thyroid one difficult things anxiety anxiety particularly panic attacks lead anxiety panic attacks also remember panic attacks typically part brain protective response considers sort threat may heard fight flight response anxiety attack body preparing react something actually threat almost fight flight response overactive image may helpful http psychology tools fight flight response htmlthere many different things practice breathing mindfulness meditation yoga techniques decide try breathing techniques try breathing count five holding count five breathing count five repeating five times also remember easier learn techniques panic attack point really difficult use methods panic also remember panic attacks typically last 5 10 minutes using techniques slow breathing become focused room around probably helpful first start feel anxious techniques may help decrease anxiety http psychcentral com lib 9 ways reduce anxiety right right figure leading anxiety also consider asking making certain issue big concern another important question could felt way,1
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments. It sounds as if you would benefit from talking with a local mental health professionals so you can discuss some details.Having said that, I wonder if you could consider how you would define yourself to someone who doesn't know you. For example, honest, adaptable, fun-loving, dependable, compassionate, open-minded, dedicated, etc. If you're looking for a list of adjectives, try these: https://www.englishclub.com/vocabulary/adjectives-personality-positive.htm . There is a list of negative ones here too. If you're going to use those, try to use three positive ones for each of the negative ones. You could also try asking yourself what you love about yourself and/or what others love about you. Sometimes it's easier to consider what others see as our positive points and if this is difficult for you, try asking someone who you trust to help you with the list.The idea here is to look at your relationship with yourself. I don't mean this in a way that you would be talking to yourself and receiving answers, but rather looking at yourself in a way that you deserve the same kind of loving and compassion that you give to others or want others to have.I'm also curious as to whether you are eating and sleeping okay, as these things can really affect your focus and many other changes, such as differences in your emotions. Also, you saying that you are struggling to put things into perspective leads me to believe that you are going through some things right now that are not typical for you, if so, consider from whom you have support and the ability to talk about what you are going through.Consider Metta meditation here to help give yourself loving kindness: http://www.mettainstitute.org/mettameditation.html",know want life anymore figure keeping distracted unfocused put things perspective stuck disappointed lack accomplishments sounds would benefit talking local mental health professionals discuss details said wonder could consider would define someone know example honest adaptable fun loving dependable compassionate open minded dedicated etc looking list adjectives try https www englishclub com vocabulary adjectives personality positive htm list negative ones going use try use three positive ones negative ones could also try asking love others love sometimes easier consider others see positive points difficult try asking someone trust help list idea look relationship mean way would talking receiving answers rather looking way deserve kind loving compassion give others want others also curious whether eating sleeping okay things really affect focus many changes differences emotions also saying struggling put things perspective leads believe going things right typical consider support ability talk going consider metta meditation help give loving kindness http www mettainstitute org mettameditation html,2
"There are many people willing to lovingly provide me with a home. I have food, clothes, and a university education, but I never feel like I belong. Even when I have a good time with people who are supposed to be close, I feel like I'm just out with friends and I never go home. For some people, having a sense of belonging takes some time.You mentioned that you have an education and some basic daily needs. I wonder if you may be able to look at your relationship with yourself and what makes you feel happy, safe, and having a sense of accomplishment. If you have those feelings, I wonder how you define trust and who you trust.You say you have a good time with people who are ""supposed to be close,"" so I wonder what keeps them from feeling close. I have also wondering if you have been emotionally hurt in the past, and if so, you may have some protective defenses that you use (maybe on purpose, maybe not) to protect yourself from being hurt again. Remember that this idea comes in degrees where you can be more perfect in certain situations and a little less in others. Being emotionally protected is on a spectrum or continuum, where you can make an infinite amount of adjustments or changes with different people and situations.I also wonder what it is that you want in your ""home,"" and how you define it. Consider giving yourself permission to think about how you would define your perfect home in a world where there were no realistic restrictions (such as money or location). After you have that, consider what parts of that you can have. Perhaps there is a small part that you could make a reality within a week or so.Thank you for reaching out. If this continues to be difficult for you, consider seeing a local mental health professional so you can discuss some more specific details.",many people willing lovingly provide home food clothes university education never feel like belong even good time people supposed close feel like friends never go home people sense belonging takes time mentioned education basic daily needs wonder may able look relationship makes feel happy safe sense accomplishment feelings wonder define trust trust say good time people supposed close wonder keeps feeling close also wondering emotionally hurt past may protective defenses use maybe purpose maybe protect hurt remember idea comes degrees perfect certain situations little less others emotionally protected spectrum continuum make infinite amount adjustments changes different people situations also wonder want home define consider giving permission think would define perfect home world realistic restrictions money location consider parts perhaps small part could make reality within week thank reaching continues difficult consider seeing local mental health professional discuss specific details,5
"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it? It sound like there are some parts of your life that you really enjoy it and also some things that you wish were different.You say you feel like nothing more than a wife and mom, so I wonder if you could make a list of what else you are (friend, daughter, etc.). I also wonder if you could list your positive attributes or skills.I don't know what you gave up, but I wonder if there is some way that you could spend an hour or so a week working on things that you like and/or spending some time with what you did before you had children. For example, if you're missing a certain part of your career, maybe you could work with your husband to come up with a plan where you could do whenever that is for one day a week. There are often a lot of small changes that can lead you in that direction.Of course, that is assuming that you want to continue being involved with what you were doing before.  If not, what else do you want to do? What is it that makes you feel happy? What do you look forward to? Remember that looking forward to having an hour or two where you can do something for yourself does not mean that you are not a good mother or wife. These ideas can coexist.Can you talk with your husband about how you are feeling? Do you have trust for one another with feelings such as these?",mid 20s husband children love family feel like lost identity know mom wife times think gave feel unhappy trapped know feel like worse without loathe times amazing life enjoy sound like parts life really enjoy also things wish different say feel like nothing wife mom wonder could make list else friend daughter etc also wonder could list positive attributes skills know gave wonder way could spend hour week working things like spending time children example missing certain part career maybe could work husband come plan could whenever one day week often lot small changes lead direction course assuming want continue involved else want makes feel happy look forward remember looking forward hour two something mean good mother wife ideas coexist talk husband feeling trust one another feelings,2
